# International Business Machines Corporation [IBM]
# Collected By: Andy Pavlo http://www.cs.brown.edu/~pavlo/
# DATE PRICE OPEN LOW HIGH
1970-01-02,364.750,15800,0.000,0.000,0.000
1970-01-05,368.250,21200,0.000,0.000,0.000
1970-01-06,368.500,24400,0.000,0.000,0.000
1970-01-07,368.750,22900,0.000,0.000,0.000
1970-01-08,369.500,35400,0.000,0.000,0.000
1970-01-09,369.000,29300,0.000,0.000,0.000
1970-01-12,367.750,19000,0.000,0.000,0.000
1970-01-13,374.125,37200,0.000,0.000,0.000
1970-01-14,373.750,19600,0.000,0.000,0.000
1970-01-15,381.500,21100,0.000,0.000,0.000
1970-01-16,369.750,64200,0.000,0.000,0.000
1970-01-19,350.000,37200,0.000,0.000,0.000
1970-01-20,356.500,84100,0.000,0.000,0.000
1970-01-21,355.000,47300,0.000,0.000,0.000
1970-01-22,356.000,31900,0.000,0.000,0.000
1970-01-23,356.000,40800,0.000,0.000,0.000
1970-01-26,348.500,34800,0.000,0.000,0.000
1970-01-27,345.250,54400,0.000,0.000,0.000
1970-01-28,341.000,42300,0.000,0.000,0.000
1970-01-29,338.500,53600,0.000,0.000,0.000
1970-01-30,335.250,53100,0.000,0.000,0.000
1970-02-02,343.000,39500,0.000,0.000,0.000
1970-02-03,343.250,56800,0.000,0.000,0.000
1970-02-04,338.500,45200,0.000,0.000,0.000
1970-02-05,338.750,40900,0.000,0.000,0.000
1970-02-06,344.750,35200,0.000,0.000,0.000
1970-02-09,349.750,28500,0.000,0.000,0.000
1970-02-10,346.000,25600,0.000,0.000,0.000
1970-02-11,355.000,29200,0.000,0.000,0.000
1970-02-12,352.000,25000,0.000,0.000,0.000
1970-02-13,349.000,24900,0.000,0.000,0.000
1970-02-16,349.250,20700,0.000,0.000,0.000
1970-02-17,349.750,22200,0.000,0.000,0.000
1970-02-18,351.250,19600,0.000,0.000,0.000
1970-02-19,352.000,32500,0.000,0.000,0.000
1970-02-20,349.500,32200,0.000,0.000,0.000
1970-02-24,344.500,18600,0.000,0.000,0.000
1970-02-25,345.000,61200,0.000,0.000,0.000
1970-02-26,344.250,28400,0.000,0.000,0.000
1970-02-27,340.250,28900,0.000,0.000,0.000
1970-03-02,335.500,49700,0.000,0.000,0.000
1970-03-03,333.250,40600,0.000,0.000,0.000
1970-03-04,329.750,53400,0.000,0.000,0.000
1970-03-05,329.250,32200,0.000,0.000,0.000
1970-03-06,325.250,55500,0.000,0.000,0.000
1970-03-09,316.750,73000,0.000,0.000,0.000
1970-03-10,326.500,47400,0.000,0.000,0.000
1970-03-11,328.500,47400,0.000,0.000,0.000
1970-03-12,328.750,32200,0.000,0.000,0.000
1970-03-13,324.250,21700,0.000,0.000,0.000
1970-03-16,320.000,37500,0.000,0.000,0.000
1970-03-17,322.500,39800,0.000,0.000,0.000
1970-03-18,322.250,30100,0.000,0.000,0.000
1970-03-19,322.380,24200,0.000,0.000,0.000
1970-03-20,319.750,36600,0.000,0.000,0.000
1970-03-23,322.000,16700,0.000,0.000,0.000
1970-03-24,328.000,21600,0.000,0.000,0.000
1970-03-25,333.000,62300,0.000,0.000,0.000
1970-03-26,333.250,22500,0.000,0.000,0.000
1970-03-30,336.750,25500,0.000,0.000,0.000
1970-03-31,338.500,29500,0.000,0.000,0.000
1970-04-01,337.750,26100,0.000,0.000,0.000
1970-04-02,332.000,20900,0.000,0.000,0.000
1970-04-03,326.500,23200,0.000,0.000,0.000
1970-04-06,320.500,44700,0.000,0.000,0.000
1970-04-07,320.000,27800,0.000,0.000,0.000
1970-04-08,324.000,21400,0.000,0.000,0.000
1970-04-09,325.750,30700,0.000,0.000,0.000
1970-04-10,331.500,74900,0.000,0.000,0.000
1970-04-13,327.000,21200,0.000,0.000,0.000
1970-04-14,324.750,31700,0.000,0.000,0.000
1970-04-15,323.250,22300,0.000,0.000,0.000
1970-04-16,320.750,23000,0.000,0.000,0.000
1970-04-17,322.500,27300,0.000,0.000,0.000
1970-04-20,324.500,21900,0.000,0.000,0.000
1970-04-21,321.000,21500,0.000,0.000,0.000
1970-04-22,313.000,67700,0.000,0.000,0.000
1970-04-23,309.630,53000,0.000,0.000,0.000
1970-04-24,309.000,42600,0.000,0.000,0.000
1970-04-27,301.500,82100,0.000,0.000,0.000
1970-04-28,290.250,101100,0.000,0.000,0.000
1970-04-29,300.250,104100,0.000,0.000,0.000
1970-04-30,298.000,46200,0.000,0.000,0.000
1970-05-01,296.750,45800,0.000,0.000,0.000
1970-05-04,283.000,86100,0.000,0.000,0.000
1970-05-05,283.000,68900,0.000,0.000,0.000
1970-05-06,287.500,80200,0.000,0.000,0.000
1970-05-07,289.750,27300,0.000,0.000,0.000
1970-05-08,290.500,26800,0.000,0.000,0.000
1970-05-11,285.500,23100,0.000,0.000,0.000
1970-05-12,282.500,48700,0.000,0.000,0.000
1970-05-13,275.000,82200,0.000,0.000,0.000
1970-05-14,268.500,83300,0.000,0.000,0.000
1970-05-15,270.750,104800,0.000,0.000,0.000
1970-05-18,270.000,39400,0.000,0.000,0.000
1970-05-19,258.500,50900,0.000,0.000,0.000
1970-05-20,250.500,78800,0.000,0.000,0.000
1970-05-21,245.500,126800,0.000,0.000,0.000
1970-05-22,248.000,58200,0.000,0.000,0.000
1970-05-25,241.000,50600,0.000,0.000,0.000
1970-05-26,242.000,115900,0.000,0.000,0.000
1970-05-27,259.000,93700,0.000,0.000,0.000
1970-05-28,267.000,104500,0.000,0.000,0.000
1970-05-29,278.000,89000,0.000,0.000,0.000
1970-06-01,287.000,83000,0.000,0.000,0.000
1970-06-02,283.000,60300,0.000,0.000,0.000
1970-06-03,283.000,66900,0.000,0.000,0.000
1970-06-04,271.250,54000,0.000,0.000,0.000
1970-06-05,270.000,77100,0.000,0.000,0.000
1970-06-08,266.250,30700,0.000,0.000,0.000
1970-06-09,268.250,33200,0.000,0.000,0.000
1970-06-10,265.500,32300,0.000,0.000,0.000
1970-06-11,259.250,44600,0.000,0.000,0.000
1970-06-12,259.000,47900,0.000,0.000,0.000
1970-06-15,259.000,37400,0.000,0.000,0.000
1970-06-16,271.000,33300,0.000,0.000,0.000
1970-06-17,265.750,44900,0.000,0.000,0.000
1970-06-18,272.000,40300,0.000,0.000,0.000
1970-06-19,270.250,36100,0.000,0.000,0.000
1970-06-22,268.500,34700,0.000,0.000,0.000
1970-06-23,257.130,36300,0.000,0.000,0.000
1970-06-24,255.000,54000,0.000,0.000,0.000
1970-06-25,258.000,38400,0.000,0.000,0.000
1970-06-26,257.500,42800,0.000,0.000,0.000
1970-06-29,257.500,43100,0.000,0.000,0.000
1970-06-30,250.000,54800,0.000,0.000,0.000
1970-07-01,254.000,38900,0.000,0.000,0.000
1970-07-02,250.750,37800,0.000,0.000,0.000
1970-07-06,244.500,41200,0.000,0.000,0.000
1970-07-07,242.500,48000,0.000,0.000,0.000
1970-07-08,252.500,60100,0.000,0.000,0.000
1970-07-09,254.250,46300,0.000,0.000,0.000
1970-07-10,250.250,29700,0.000,0.000,0.000
1970-07-13,247.750,41600,0.000,0.000,0.000
1970-07-14,251.250,36400,0.000,0.000,0.000
1970-07-15,252.000,42700,0.000,0.000,0.000
1970-07-16,254.000,50300,0.000,0.000,0.000
1970-07-17,259.500,63100,0.000,0.000,0.000
1970-07-20,258.000,55400,0.000,0.000,0.000
1970-07-21,257.750,24100,0.000,0.000,0.000
1970-07-22,254.000,50200,0.000,0.000,0.000
1970-07-23,257.000,57800,0.000,0.000,0.000
1970-07-24,253.750,38700,0.000,0.000,0.000
1970-07-27,253.250,21100,0.000,0.000,0.000
1970-07-28,252.750,30100,0.000,0.000,0.000
1970-07-29,252.500,33700,0.000,0.000,0.000
1970-07-30,253.500,31500,0.000,0.000,0.000
1970-07-31,252.250,30500,0.000,0.000,0.000
1970-08-03,249.250,36100,0.000,0.000,0.000
1970-08-04,250.250,40300,0.000,0.000,0.000
1970-08-05,249.750,16800,0.000,0.000,0.000
1970-08-06,248.500,20900,0.000,0.000,0.000
1970-08-07,245.500,35500,0.000,0.000,0.000
1970-08-10,240.500,57300,0.000,0.000,0.000
1970-08-11,238.250,37100,0.000,0.000,0.000
1970-08-12,230.625,61500,0.000,0.000,0.000
1970-08-13,223.000,161700,0.000,0.000,0.000
1970-08-14,229.875,55300,0.000,0.000,0.000
1970-08-17,235.250,38500,0.000,0.000,0.000
1970-08-18,239.750,58700,0.000,0.000,0.000
1970-08-19,239.750,34900,0.000,0.000,0.000
1970-08-20,244.750,43700,0.000,0.000,0.000
1970-08-21,249.250,54100,0.000,0.000,0.000
1970-08-24,262.750,104700,0.000,0.000,0.000
1970-08-25,264.000,80800,0.000,0.000,0.000
1970-08-26,263.750,55100,0.000,0.000,0.000
1970-08-27,265.250,42700,0.000,0.000,0.000
1970-08-28,271.250,45700,0.000,0.000,0.000
1970-08-31,266.250,28200,0.000,0.000,0.000
1970-09-01,263.875,41000,0.000,0.000,0.000
1970-09-02,264.000,41100,0.000,0.000,0.000
1970-09-03,269.750,41500,0.000,0.000,0.000
1970-09-04,272.000,39100,0.000,0.000,0.000
1970-09-07,272.000,0,0.000,0.000,0.000
1970-09-08,275.000,46800,0.000,0.000,0.000
1970-09-09,273.000,48800,0.000,0.000,0.000
1970-09-10,268.250,38100,0.000,0.000,0.000
1970-09-11,268.750,24800,0.000,0.000,0.000
1970-09-14,266.000,39900,0.000,0.000,0.000
1970-09-15,266.380,25100,0.000,0.000,0.000
1970-09-16,271.000,28500,0.000,0.000,0.000
1970-09-17,276.500,38400,0.000,0.000,0.000
1970-09-18,280.250,42200,0.000,0.000,0.000
1970-09-21,275.500,44700,0.000,0.000,0.000
1970-09-22,273.250,32900,0.000,0.000,0.000
1970-09-23,281.000,62000,0.000,0.000,0.000
1970-09-24,288.500,73800,0.000,0.000,0.000
1970-09-25,288.500,42300,0.000,0.000,0.000
1970-09-28,290.000,24700,0.000,0.000,0.000
1970-09-29,291.750,38300,0.000,0.000,0.000
1970-09-30,291.750,42700,0.000,0.000,0.000
1970-10-01,297.000,24800,0.000,0.000,0.000
1970-10-02,299.250,48700,0.000,0.000,0.000
1970-10-05,306.750,36600,0.000,0.000,0.000
1970-10-06,307.130,40800,0.000,0.000,0.000
1970-10-07,305.750,34800,0.000,0.000,0.000
1970-10-08,298.250,38600,0.000,0.000,0.000
1970-10-09,296.130,38300,0.000,0.000,0.000
1970-10-12,290.250,30600,0.000,0.000,0.000
1970-10-13,292.000,27700,0.000,0.000,0.000
1970-10-14,291.500,17600,0.000,0.000,0.000
1970-10-15,293.000,21100,0.000,0.000,0.000
1970-10-16,290.750,31000,0.000,0.000,0.000
1970-10-19,284.500,38300,0.000,0.000,0.000
1970-10-20,291.130,25600,0.000,0.000,0.000
1970-10-21,288.880,28300,0.000,0.000,0.000
1970-10-22,288.000,19100,0.000,0.000,0.000
1970-10-23,295.000,20000,0.000,0.000,0.000
1970-10-26,289.750,19700,0.000,0.000,0.000
1970-10-27,291.000,22400,0.000,0.000,0.000
1970-10-28,296.500,27300,0.000,0.000,0.000
1970-10-29,298.500,37900,0.000,0.000,0.000
1970-10-30,294.000,29800,0.000,0.000,0.000
1970-11-02,299.750,34500,0.000,0.000,0.000
1970-11-03,296.130,27100,0.000,0.000,0.000
1970-11-04,296.250,22800,0.000,0.000,0.000
1970-11-05,292.625,27500,0.000,0.000,0.000
1970-11-06,294.000,28700,0.000,0.000,0.000
1970-11-09,297.500,45600,0.000,0.000,0.000
